Subject_id,Topics,Levels_key,L1s,Essays
185,PTJ0,B1_1,CHN,"﻿People always have different ideas even on a easy thing. On this point, some people have the idea that college students have to join a part-time job while other people disagree. Form my perspective, I agree with the former. The reasons are simple. First of all, the course of finding a part-time job is a challenge for these students. They will never imagine how difficult finding a job is before you really find one. You will feel tremendous pressure in the job market at the same time. It can give you some help about how to persevere your determination of finding a job. Secondly, we can acquire some knowledge that will not exist in our classes. Some theories your teachers' deliver to you which you can put into practice are the knowledge you really obtain. Besides, on the one hand, a part-time job is not a heavy work and it will not take you a lot of time. On the other hand, you can earn extra pocket money. Well, in that case, why not?However, there are not always just some benefits. College students sometimes engage themselves into deceits because they are inexperienced in finding a job. But that's not all, some college students even take a part-time job as a reason for not concentrate on learning knowledge. In a word, we should have a proper attitude toward a part-time job."
279,PTJ0,B1_1,CHN,"﻿It is not rare to see college students taking part-time jobs nowadays. Obviously, as the independence of college students becomes more and more important, part-time job are turning essential. So despite its certain drawbacks and defects, I do strongly agree that college student should have a part-time job. My reasons will be discussed further in the following paragraphs. First of all, from a personal and psychological perspective, it is widely acknowledged that doing part-time jobs will do help to the development of college students. College experience is undoubtedly a treasure of our whole life, but beside academic achievement, we should also pursue the developments of our social ability. Taken one of my own experience for instance. Although I am just a freshman in college, I got a part-time job as a tutor last semester. While working as a tutor of a high school student, I realized that teaching some one also means being responsible for him. It is not the income but the experience itself that drove me along the way. Through this part-time job, I sensed that my communicating skill and the ability to manage my schedule has reached a high standard. So it is important for us college students to have a part-time job. It might also be noted that getting a part-time job is more economic for college students. When we entered university, it does not only another period of education but also means that we are grown-ups who should at least, be partially independent on economy. Since we still have to perfect our knowledge our skills that will be useful in the future, it is quite impossible for us to get a full time job. Due to what mentioned, I think part-time job is a suitable choice. In a word, although doing part-time jobs will take up students' time, its advantages on further development and economic independence can not be neglected. So I agree that it is important for college students to have a part-time job."
243,SMK0,B1_1,CHN,"﻿As is known to all that smoking does a lot of harms to our health. Should smoking be completely banned at all the restaurants in the country? It remains to be discussed. In my opinion, smoking can't be banned at all restaurants. First and foremost, smoking is a long-overdue question which is undoubtedly can't be solved in a short period of time. It is estimated that there thousands of people who are hooked on cigarette and the number becomes larger every year. If we ban smoking in all restaurants, these smokers can not dine out any more. What's more, we can't promise that these people will all quit smoke. Maybe they will get mad, maybe their family will broke for their not dining out with their family members. Lots of problems which we didn't expect will exist. Society will be in a mass. Last but not the least, it is not the only way to protect most people's health. Restaurants can set smoking region for people who smoke and it will meet all guests' demand. At large, Smoking should not be completely banned at all the restaurants in the country for it is not a necessity and will bring unexpected problems."
025,SMK0,B1_1,CHN,"﻿It has been a hot topic for a long time whether smoking should be completely banned at all the restaurants in the country. Some people take it for granted that smoking should be banned, while there are still others who disagree with it. As for me, my favor goes to the former opinion. I have some reasons described in the following. As we all know, smoking is very harmful to our health. What is more, smoke can cause all kinds of disease that it may make a man die. For example, there are a great many of people die of smoking every year. This is the result of smoking. Another reason t for smoking should be banned, especially at the public place, such as restaurants, hospitals, and so on. And it is clear that restaurant is a place we have lunch. If someone next to you always smoke when you eating food, you probably cannot start it., leaving the lunch and wanting to go. As stated above, what should we do? There is no doubt that we should exert all ours energy to ban smoke at all the restaurants in the country. Now, let us start and make progress together!"
395,PTJ0,B1_1,CHN,"﻿It has become a common phenomenon that doing part-time jobs nowadays has become one of the major parts of our college life. College students some do part-time jobs to make extra pennies and others only fulfill their life. As far as I am concerned, doing part-time jobs plays an important role in our college life. Firstly, part-time jobs greatly teach us to be thankful owing to the fact that it is the first time in our life to earn on our own even though it is usually poorly-paid. We can never know how hard our parents have been going through to raise us up unless we come to earn our life on our own. It all bothers us whether the child we teach follows our instructions or whether the customers in the restaurants we serve are really satisfied with us. We learn to force ourselves to meet social demands, which is what our parents have been doing during the last twenty years. Therefore, after we finish our part-time jobs, it is definitely necessary to ring our parents to express our gratitude. In the second place, due to the high tuition in colleges today, doing part-time jobs really helps the students' family to relieve this heavy burden. And to those who do not have much allowance in colleges, many hardly make ends meet almost every month. Thus, an extra pay will be quite helpful. Last but not the least, students can get connected to the outside world by doing part-time jobs. Problems like the discussion on the salary, the tough employer, all provide us with a rare opportunity to handle everything by ourselves. We were all well taken care of before going to the college and by doing part-time jobs we learn to get a solution independently and face the society on our own. In a nutshell, doing part-time jobs is absolutely vital in our college life and it is beneficial that every student tries to obtain this experience."
069,PTJ0,B1_1,CHN,"﻿As we all know, more and more college students have a part-time job in their free time. The phenomenon causes intense debate among people. Some people think it not good. Some other people think it is important. I agree with the idea that it is good for college student to have part-time jobs. I have some reasons to support my opinion. A part-time job has a lot of advantages. Not only can you make money by doing part-time job, but also improve your particular skill. It can lighten family burden. You can buy thing you like too. Also, you can get a lot of experience about work and communication that are very useful in the future if you find a job. Many students have a part-time job get a lot of experience form it and they find a good job later. However, it also has negative effect on students. Although it can make money and improve abilities, it also takes your much time away so that the time you spent in studying would be less. From my perspective, having a part-time job is a good way for students to improve themselves. But you should get a balance between study and a part-time job."
068,PTJ0,B1_1,CHN,"﻿ Personally speaking, I think it's of great value for college student to have a part-time job but I don't believe that it's necessary for them to work. On one hand, that college students have plenty of time is well known for us. So, firstly I suppose that they are ought to take advantage of their time and show their value in society while earn their own disposable money. Secondly, I'm in favor of the idea that a excellent college student must be able to balance their time in school and in society, therofore, I think take part-time can show one's ability in time management and give students knowledge on all sides. Thirdly, as we all know, the experiences of taking part-time jobs, especially in some big companies, can add color to college students' CV and help them to find a better job after graduation. On the other hand, I don't speak up for that every college students must go and find part-time jobs. First, some of them just enjoy the life with the surrounding of books, teachers, etc. they don't mind being nerds. Moreover, in fact, students who study in majors such as pscology, history are not easy to find a job, thus, they are supposed to devote more to doing research or studying rather than hunting part-time jobs. Also, good grade in a particular field is important too, which equals to the so-called experiences. All in all, college students may gain a lot from these kinds of precious experiences of part-time jobs, but we shouldn't attach to much importance to these."
052,SMK0,B1_1,CHN,"﻿When I was a small child, I felt curious about why my father like smoking so much. I still remember that my father told me that the cigarettes are to them what the snacks are to us. Sometimes our lives need this kind of eating things to have entertainment. According to this, I hold the opinion that we can't ban the smoking in the restaurant. Indeed, smoking in public sometimes will disturb others and make the air dirty; the restaurant can avoid this by preparing non-smoking area for people to have a cigarette. By doing this, it can easily solve this problem. Although, may some people would say there's no benefit to smoke but harm people's health. Living in a sociable society, you need to know the basic behaviors of how to communicate with others in business or something else. The cigarettes as a tool contribute more on the process. Of course it's hard to avoid having cigarettes in a restaurant. Finally I also want to emphasis that people should smoke in a suitable way. After all health is the most important thing in your life. Not smoke too much for the sake of your health. I am not appreciating the opinion that we should ban the smoking in the restaurant. Instead, I would prefer having a smoking area."
235,SMK0,B1_1,CHN,"﻿Nowadays in some countries smoking is completely forbidden, and the smoking rooms are also closed. It makes some people who are opposite smoking very delight. They think it is so good a rule that must do great good to human health. But the people who smokes feels unpleasant very much. It is so inconvenient for me, when I arrived station I used to have a cigarette to keep myself awake, but now I am forbidden to do It. a smoker said. As far as I am concerned, I don't think it is right to completely forbidden smoking in public places. Though smoking will do damage to our health, we should deal with it properly. Knowing the disadvantage, there are still many people smoking. They do it with all kinds of purposes such as to keep awake, to remit pressure. We all know that caffeine contained in tea and coffee also have bad influence on health. We can accept that people drink tea and coffee, why can't we accept people smoking. What I said may be farfetched, but we should respect others' hobby. Many people may say we do it just because we want to protect others from bad influence. I think it is their excuse. Just what we did, we can make smoking room in the public places. We should respect others' hobby, even it is not healthy. We can persuade them to get out of the hobby, but we have no right to prevent them from it as long as it is legal."
053,SMK0,B1_1,CHN,"﻿Sit in the elegant and clean restaurant, listen to some soft music, enjoy your yummy food, but what about some smoke in addition? Absolutely it is terrible! Smoking may let eaters who don't take cigarette choke. Let alone its harm to their bodies. So I agree that smoking should be completely banned in all the restaurants in the country. And the reasons why smoking should be banned completely at all the restaurants may be listed as followings. To begin with, smoking can disturb the harmonious atmosphere. Imagine, in some high-level restaurant, some people are happily enjoying their dinners. Suddenly they smell the fog of smokers from nearby, they will immediately feel uncomfortable and cover their nose and mouth. Sometimes, if there are babies sit close to smokers, it is more terrible. Now let's come to its harm. Regarding the adults, children or teenagers have to tolerate second-hand smoking. Many people already know that second-hand smoking is more harmful that smoking. Let alone to the children. And many restaurants are often filled with the young, so it is necessary to ban smoking in the restaurants for young people health. To sum up, it is harmful for consumers in the restaurants to suffer second-hand smoking. And smoking in the restaurants should be banned without any doubts."
307,PTJ0,B1_1,CHN,"﻿ Recently, the topic on part-time job has been brought into focus and the voices from different people vary from each other. Some reckon that part-time job is necessary for college students while other people consider not. To my mind, part-time job is of great necessity though it may bring some inconvenience and clashes. To begin with, I think, part-time job can enrich our daily life. Since we have courses in weekdays, spending the weekends in doing part-time job instead of wasting time should be appreciated. Moreover, as is known to us all, college students should maintain some work experience, to some degree, and doing part-time job is a pretty fancy way to enrich students' work experience. Thirdly, we can get some extra money just by doing part-time jobs, which gives us both the happiness of striving and the hardship of working. In other words, we can not only get money but also gain the mental fortune. On the other side, however, the part-time job may cost us some time but we should not throw away a superb rose just because of its prickles. So at last I emphasize that part-time job is very necessary for college students."
161,PTJ0,B1_1,CHN,"﻿ I think a part-time job for the college students is very important. It is benefit for us in every aspect. There are several reasons for this. Firstly, part-time job can help them to solve money problem, especially those coming from poor families. It also can lighten the burden of their parents. Many students from poor families cannot afford college fees, and our bank system fail to loan college students as effectively as it does in developed countries, so taking part-time jobs becomes a way for them to meet their great expenses in campus lives. Secondly, part-time jobs will offer us a chance to demonstrate our ability and make us more independent. Of course it can improve the ability of our communication and enrich our social experience. We may get some useful information during the process of looking for a job. You know, many companies tend to employ the one who has working experience. Because they have better quality to solve problems than other. Moreover, we can put what we have learned in class to practice, and share the experience with our classmates. We cannot learn all kinds of skills in the university, so we'd better find a part-time job to enrich our mind and broaden our field of vision. In a word, we will benefit a lot from part-time jobs."
020,PTJ0,B1_1,CHN,"﻿It is a hot topic for college students to argue whether it is important to have a part-time job. Different people have different view. Some students advocate the idea. For one reason as result, college students should responsible for ourselves, and part-time job can provide us the opportunity to make money, so that we can not to ask parents for our allowances. And it can also relief the pressure of parents. For another, through part-time job we can gain a lot of experience. Besides, it will good for us to prepare our future job. As the competition is fiercer in the social life, the more experience you have, the more chance you will have. However, the others are against the idea, they hold that as a student, we should focus our attention on study. It will spend much of our time and energy to do the part-time job. Because as part-time worker, our life and property security is not well protected by the law. For my own perspective, as we enter the university we have more free time, it is important for you to choose how to use of them. We should make the most of time and be the master of it. From my own experience, I am working in the restaurant in my free time, and I feel happy to have the job."
246,PTJ0,B1_1,CHN,"﻿I disagree that it is important for college students to have a part-time job. My reasons for that are as follows. First of all, the most important thing for college students is studying rather than working. We paid fees which is not so low to come to college on purpose of learning knowledge and building ourselves instead of making money. college is a best(maybe the last) place for people to study. We can read books, communicate with teachers and students freely and do a lot of research we want to. That is the original and real purpose that I choose to go to college. On the other hand, I believe we can learn more about work after we graduate from college and have a full-time job. what benefits can part-jobs bring to us?Most part-time jobs are easy work that even a junior can do. So I think it is a waste of time to do part-jobs that can offer you nothing but few salary. On the contrary, I think we should seize days to learn more. As the saying goes, Time is Money. I think it is more reasonable to use the time we now have to exchange for the money of future. From what has been mentioned above, we can draw a conclusion that part-time job is not important for college students at all."
088,SMK0,B1_1,CHN,"﻿ As we all known, the argument against smoking become normal. Nowadays smoking has been shown to be dangerous to our health, living environment as well as our life quality. From the survey about smoking in 2002, it's said that the number of smoker in China reached 13 hundred million, which took up a large number of the population. What's more, recent research has shown that non-smokers can 30 percent of smokers all over the world, suffer health problem if they spend long period of time with people who do smoke. So, people who smoke in the restaurants will do harm to people who are non-smokers around them. Those non-smokers all hate it. However, smoking undoubtedly helps many people to relax, especially when they are relaxing with friends in the restaurant. Though smoking does lots of harm, somebody would also argue that people should have the right to choose whether they smoke or not. In my opinion, people should not smoke in a room where there are non-smoker but surely they should be free to smoke where it is suitable. I suggest that public place like restaurant should seta special room for smoker to enjoy their ""bad habits at will."
113,SMK0,B1_1,CHN,"﻿Have you ever found that: when you have a dinner at a restaurant, you may see someone is smoking as if there are no other people around them? It is a common phenomenon in our society. And the question is that: shall we ban smoking at all the restaurant in the country?As for me, I don't think banning smoking in all restaurants is a good idea. We should give the right to the restaurant itself to make the decision. To begin with, banning smoking may hurt the restaurant's profit. If the restaurant bans smoking, it would make some customer who has a habit of smoking away from the restaurant, which will reduce its income. For some restaurants, if they have the single room for the customer, they can permit them smoke but not affect others. Then, this policy may influence people who have a habit of smoking. If all the restaurants ban smoking in the country, where can they have dinner? Absolutely, this will annoy many people. Last but not the least, I think it is not a feasible way to make this policy. The country is so large that we cannot make it practical to all of the restaurants. In general, I suggest that some of the restaurant should ban smoking; however, the other can permit smoking in the restaurant."
112,SMK0,B1_1,CHN,"﻿Nobody will deny that smoking is a scissors that cutting down the lives of the smokers as well as the smoke inhalers. In nowadays, many countries have carried out some measures to ban smoking in the public areas to reduce the harm of smoking to the least. But in our country, smoking still can be seen everywhere. I think some measures must be taken to diminish or ban smoking in some particular places like restaurants. There are some kinds of public areas in China gathering the most people like gardens, public squares, restaurants, etc. Different from the open areas of garden or square, the room of restaurants is closed and that makes air not circulate as easily as that in the outside. So smoke will linger in the room as long as possible, making the atmosphere inside bad for everyone in the room, especially for the children and the pregnant women. It has been claimed by the scientists that the passive smoke inhalers gain more harm to their health than the smokers themselves. So the restaurants have been becoming dangerous places for the passive smokers if smoking can't be banned there. It's time for the government to do something to clear up the atmosphere in the restaurants."
128,PTJ0,B1_1,CHN,"﻿ As for part-time jobs, from my opinion of view, it's important for college students to have one. As we can see, when we stepped into the gate of the college, our aim is not simply to get good grades just like the goals which we set up in the senior school. What we should consider is all the abilities and qualities we need to have so that we can stand in the complex society. And it's a very useful way to improve those aspects for college students to have a part-time job. There are many advantages to have a part-time job. First of all, it can help to improve ourselves a lot. We can learn much more things than the boring knowledge given by the textbooks, and these things are more valuable for us to adjust to the real world we live in. What's more, we have to communicate with others while we work for the job. At that time, we can strengthen our capabilities about how to talk to others in suitable ways. Also, we can truly take part in the various social activities and have a better understanding of the life. It can assist us to foster better personalities, too. Then, having a part-time job will benefit the family. A college student's cost is very expensive and it's a big burden for the majority families. If the students can work for themselves, it will decrease the pressure which we put on the shoulders of our parents. However, though it's important for college students to have a part-time job, it must be on the basis of the ability that you can study well, and we mustn't let us fall behind others because of it. Above all, it will make a great sense for the college students to have a part-time job."
181,SMK0,B1_1,CHN,"﻿Because of the extend to which smoking do a great harm to individuals' health of physical as well as mental aspects, people have taken a great deal of methods to ban smoking. Recently the actions are being taken in restaurants all over the country. However, there are still lots of problems when the smoking is completely banned in the restaurant. some people argue that this policy is not considerate to those who have been addictive to smoking. And the owners of restaurants also grumbled that because of the demure banning of smoking, they have lost some regular consumers who have been conducive to smoking. From my perspective, I don't think it is quite inhumane to banned smoking completely in restaurants for the simple reason that smoking does too much harm to people's health, such as heart disease, cancer, and so forth, nowadays even on the covers of cigarettes, there are also the alarming words: quit smoking which will do harm to your health. so I think now that we are determined to ban smoking to make contribution to our health, we should ban it thoroughly and completely. Even in restaurants or other public places. To cut it into a nutshell, smoking should be banned completely in all the restaurants around the world, only by doing this can we make the meet ends."
129,PTJ0,B1_1,CHN,"﻿We have been college students. It seems that we are more relaxed than high school students because we have fewer lessons and we are more relaxed than people who have worked because we don't have to earn much money to support ourselves and our family. However, we are not relaxed as it seems to be. In fact, it is important for us to have a part-time job. Firstly, we indeed have more spare time than others. After class, we have a lot of time to learn by ourselves. But most of us spend much time in playing computer games or walking streets with no mind. It is better to find a part-time job during this time. Secondly, considering we need to gain social experiences before graduation and college life can't offer us many chances, we can do a part-time job to improve our social abilities. Thirdly, we can earn some money to reduce our parents' burden. Though most of parents ask us not to worry about the expenses in college, as a college student, we are old enough to do so and we are responsible to support ourselves even our parents. In addition, some students may come up with an idea of their future job. For example, many successful businessmen had their company when they were college students. As a college student, we should have a sense of responsibility for ourselves, our family and the society. We want a part-time job and it will benefit us."
179,SMK0,B1_1,CHN,"﻿Recently the result of a survey has shown that the majority of Chinese think that smoking should be banned in all restaurants nationwide. Obviously, people always will not make an agreement on the same issue. Some others consider it very terrible to allow people to smoke in restaurants. For me, I am in favor of the former opinion. The followings are my reasons for my points of view. Firstly, as we all know, smoking harms people' heath, especially there are so many people in the restaurant, which includes children there. Secondly, with the rising income, more people would like to restaurant to have their dinners or enjoy the time with their friends. So most of people hope that the environment of the restaurant is more comfortable rather than dirty. Besides, some people think that smoking can make him relax when he is in trouble. In fact, only if they have a good motion, everything will be fine. Last but not least, if a person smoke in public, I believe that most people don't like him,. Because he doesn't take care of others' feeling, the kind of people is not popular among people. Of course I don't mean that we cannot smoke in all public places. After all, smoking also brings some advantages. To put it in a nutshell, I insist that don't disturb others when you smoke."
178,SMK0,B1_1,CHN,"﻿I agree with the point that smoking should be completely banned at all the restaurants in the country. I have the following reasons to support my view. Nowadays, some governments have completely banned smoking at all the restaurants. This is a good idea for people don't smoke though it is unfair to smokers. As far as I am concerned, I think this is a good rule. Firstly, smoking which leads to some diseases like lung cancer is harmful to our health. What is the worse, many people around the world died because of smoking. Besides, it is not surprising that smoking will pollute the environment by giving poisonous gas off into the air. When people smoke in the restaurants, of course, the air in the restaurants will be polluted by the cigarette smoke. Other people will feel very uncomfortable to eat there. In addition, banning smoking in the restaurants can increase waiters' working efficiency. Smokers won't interrupt their work all the time to smoke. What is more, some people who are allergic to smoking in the restaurants cannot bear with the gas, which makes them sicker. Smokers think it is unfair for them but smokers can smoke outside of the restaurants when they really want to smoke in the restaurants. So from all the disadvantages of smoking and good points of banning smoking in the restaurant, we should ban it from now on in the restaurants."
285,SMK0,B1_1,CHN,"﻿As smoking is such a harmful and selfish habit that I think it should be totally banned in public places. Smoking is harmful not only to the smokers, but also to people around them. If someone smokes in the public places, such as restaurants, or underground station, everyone around him will be forced to take in the second-hand smoke. According to the research, second-hand smoke is even worse than smoke. Even a single person smokes in public places, all the people around him will be harmed by cigarettes. Smoking also will ruin people's appetite and mood. Imagine someone is smoking while you are having delicious food. How unpleasant could it be! It's such a selfish behavior because the smoking person may feel good but people around him will be very uncomfortable. Further more, not smoking in the public places can also show people's respect because nobody will feel good if someone is smoking while talking to him, or even being around him. In my opinion, not smoking should be a kind of social manner. Smoking in the public is a bad habit that should be discouraged. If no one is smoking in the public places, then the air will be fresher, food will be more delicious, and people will be more friendly."
284,SMK0,B1_1,CHN,"﻿I agree with the suggestion that smoking should be completely banned at all restaurants in the country. Smoking is so bad a habit that it harms not only smokers themselves, but also people who are close to them. So besides restaurants, all other public places should also ban smoking. Smoking does a lot of harm to people. As we all know, cigarettes have many poisonous chemicals that are harmful for our lungs. Scientists have had an experiment that found smokers' lungs are worse than people who don't smoke, and smokers live much shorter. Besides, the gas cigarettes release is more harmful which have a bad influence on the environment around smokers. Besides, smoking can cause fire accident. when people have smoked a cigarette they may put it anywhere without care of papers or dry leaves nearby which can cause fire accident. Although the possibility is small, the great number times will make it big. Also, smoking has a bad influence on teenagers. In many films and TV shows, smoking is always related with violence which make teenagers think that smoking means strength. In this way, many depressed boys and girls begin smoking and that make them more fallen than ever. So, in my opinion, smoking is such a bad habit that we must ban it as soon as possible. We should hold a clear brain at any time that smoking can do nothing but damage to us. When we feel unhappy, keep away from cigarettes and do something more interesting such as sports. Let's keep this in mind: cherish families and refuse smoking."
070,SMK0,B1_1,CHN,"﻿There is no doubt that the restaurant is one of the most popular public places where smokers are used to smoke. We can notice that most of our Chinese restaurants have smoking smell. Smokers may not mention it, but people who don't smoke think it is disgusting and have no appetite for eating. Allowing for this, I partly support that smoking should be completely banned at the entire restaurant in the country. Many reasons could support it. When we are eating, the smoking can easily get into our lungs through our mouths. It is harmful for our lungs. That is to say people who do not smoke can be affected too. That is the reason why we always say smokers also destroy others' lungs when they are smoking. There are still some important reasons. When adults are smoking in restaurants, children would remember this act and imitate it. That means the restaurant is also a place where grows the population of smokers. On the other hand, smokers smoke after meal could damage their digest system and other organs. In summary, smoking is bad for our health, especially during or after meal. I think the government had better to ban smoking at all the restaurants."
142,PTJ0,B1_1,CHN,"﻿Some people are asking this question: is it important for students to have a part-time job? I agree with the idea. I have the following reasons below. After graduating from high school, students who admitted by college have many spare time so that they don't know how to make their lives colorful. Therefore, taking a part-time job is a proper way. They can do something more interesting and meet more people. Most students are isolated from society before. What they should do is study. Though this institution is not acceptable, we have no choice. So taking a part-time job is the proper way to know something about the society we are living in. Then we can learn more knowledge about the real society when we graduate. On the other hand, it is also a way to earn some pocket money we used to getting from our parents. Decreasing parents'burden is every college students should make efforts to do, since we are not earning money now. Above all, from my perspective, taking a part-time job is very important for college students; it not only can make our lives more colorful but also can know something about society."
143,PTJ0,B1_1,CHN,"﻿ Most of Chinese families have only one child now. Children born in these families are the very person who are cared for the whole families. Now they are college students, and have part time job is a good tool to make them independent. And it's really important for college students to have a part-time job. First of all, having a part-time job make college students realize the cruelty of the world. College is a ivory tower, and it's a innocent environment. If a student hasn't had a part-time job, he or she may can't understand some rules in the some companies, and they may try to get used to it for a long time. In the second place, having a part-time job can make students know that earn money isn't a easy thing to do. In that result, they won't waste money and they will cherish their relationship between then and their parents, because they have realized their parents work hard only want to afford them a comfortable life. Last but not the least, taking a part-time job can take off a part of the burden of some families. Some colleges, especially private colleges, have a high tuition. Colleges students who take part-time jobs can lose the burden of the whole families. In a word, it's really important for students to have a part-time job, because there are many benefits to take part-time jobs. College students should experience it, or they will regret they lose the chance to get realization to this colorful society when they are young."
003,PTJ0,B1_1,CHN,"﻿As we all know, some college students have part-time jobs to support their life in college, and other students spend their parents' money to live their life. Many times it's hard for us to say who is right or who is wrong. But in social opinion, also in my opinion, it is important for college students to have part-time jobs. Firstly, having part-time jobs to support college students' life in college can reduce their parents' financial burden. Our parents are no longer giving money to us or give less money to us. It can save the whole family's expenses. Secondly, having part-time jobs can develop our ability. If we have a part-time job, we will know the society or interpersonal relationship better, and we may make friends with more people. It's useful for our future work. In other words we can prepare for our future. In a word, working opens our eyes. Finally, using the money that earned by ourselves, will make us feel great. We all know that food made by ourselves tastes more delicious, the house built by ourselves live more comfortable. As the same way, the money earned by ourselves spends more fulfilling. No matter you live in a poor family or rich family or well-off family, having part-time jobs can help you in many ways. So it is important for college students to have part-time jobs."
265,PTJ0,B1_1,CHN,"﻿ As the developing of the society and the increasing of the number of the high school students, more and more high school students begin to take a part time job. Many people think students shouldn't take part time job. But in my opinion, part time job is necessary. There are many high school students whose families are below the poverty line. Their parents can't pay their school fee. If they don't take part time job, they can't go to college. So part time job is necessary for them. Not only money can part time job provide, but also can provide much experience which we can't learn in classroom. Now in our society, many college students can only study. They even don't know how to live. Part time job is right for them to get the experience to live and to work. Taking part time job can also let us know how hard that our parents bring up us. And let us more respect our parents. Taking part time job can lighten our parents' burden, can provide us with much experience and also can let us more respect our parents. So I think part time job is necessary."
264,PTJ0,B1_1,CHN,"﻿ Having part-time jobs is a common phenomenon among college students nowadays. In my opinion, doing part-time jobs is a good way to live a meaningful life in the university. Doing part-time jobs can help us adapt to society earlier and lay the foundation of working after graduation. Besides, we can gain working experience and reduce the finance burden of our parents. We may strengthen our sense of responsibility and be stronger in the face of setbacks and know how to handle interpersonal relationships. There are also other benefits, such as improving social skills and our own quality and enrich our lives. Although it's meaningful for us to do part-time jobs, we cannot find part-time jobs blindly. When we find a part-time job, we need to take the time and our own interest into account. We should clearly recognize that we are still students now even though we have become adults. So we must do part-time jobs under the premise of ensuring our studies. Whether to find a part-time job and the number of jobs depend on our own situation. If you have enough time, doing part-time jobs is surely a better choice than playing computer games. If you have a part-time job, cherish the opportunity and enjoy yourself, you will benefit from it a lot."
002,PTJ0,B1_1,CHN,"﻿In my opinion, I am strongly agree with the idea that, it is important for our college students to have a part-time job. Now we can see everywhere that student take part –jobs like private teacher, seller and so on. So why they do these jobs? What advantages benefit us? I think the main reason is money. With the improvement of our living standards, a lot of study material are expensive than before. Then the student has to do some jobs to reduce considerable financial pressure. By doing so, we can also have the ability to travel or buy some items we like. We also hope that through this way, we can no longer dependent on our parents. In addition, we can also accumulate some social experience. From kindergarten to high school, what we learned is totally the knowledge from books. In this way, it does a lot benefits to our future jobs. In a word, there are many advantages for our college students to do some jobs. Not only make money, but also develop our independence. So if you a lot of free time after class, try to look for a part-time job and you will not regret about it."
199,PTJ0,B1_1,CHN,"﻿With the development of the living conditions and qualities, quite more and more students have the opportunity to go to college. Parents and the public are concerned with college students' development. A great many people start to pay more attention on part-time job. Some people hold the view that part-time jobs will affect students' study in college. In my opinion, a part-time job can help a lot. First of all, knowledge should be put into proactive. Through a part-time job, we can better understand what we have learned in college. Also, we can gain much more than what we have learned from books. Moreover a part-time job is a bridge which connects the college period and the career period after graduation. Some students will feel to have no direction when they graduate of they have never had part-time jobs in college. Since fierce competition is waiting for them, they have little time to adjust to the new environment. IT is not easy for then to learn how companies and working. Yet, if they once had part-time jobs. They will better get involved in the jobs they do. Last but not least, a part-time job can help one build up social relationship and will make one feel more confident. The modern society needs talents that develop in all directions. What we learn from textbooks is far less than enough. A part-time job will make up our disadvantages effectively."
130,SMK0,B1_1,CHN,"﻿ As we all know, nowadays smoking is banned at some restaurants in the country so that those smokers are no longer allowed to smoke in these public places. In my opinion, smoking is not a healthy behavior. And this new rule is good because that banning smoking improve people' health. Smoking can lead to many diseases such as lung cancer. What is worst, when those smokers are able to smoke in these public places, they can also make others sick. But others just could not force smokers to stop smoking until smokers realize their behavior will bring harm to others. However, there are few smokers pay attention to it. Therefore; it is unfair to those nonsmokers to get sick. When banning smoking in public buildings, it will please those nonsmokers. And now with this new rule, smokers have few opportunities to smoke so that it will also improve their health. Also, less smoking in public can do good to our environment. In public places, the harm of smoking is greater. This is connected with another effect of smoking. That is, smoking pollutes environment by giving much poisonous gas off into the air. However, those smokers say that it takes away some of their right and freedom. I think it is a one-sided view. If someone wants to smoke, there are also some private places allowed. Therefore, smokers will choose to smoke in private, not in the public places. In fact, smokers still have their freedom of smoking. In a word, I think, smokers had better give up smoking, not only in private places, but also in the public places, everywhere. It will be beneficial to all of us."
131,SMK0,B1_1,CHN,"﻿It is no doubt that smoking is harmful to health, but in terms of banning completely at all restaurants in the country, that would arise a fierce dispute in the issue. Smokers would say they feel better after smoke in spirit. It is true that smoking improve one's spirit. But, the improving bases on hurting others' interests, meanwhile it do harm to themselves too. Smoke consists of a lot of harmful gas, including Tar, Nicotine and Carbon monoxide. Smoking in restaurants will contaminate the air. People in the restaurant will sure suffer from second-hand smoke which will do much more harm to them. Too much smoking in the restaurant, the smoke will be to remain in the rooms for a long time. Just use your imagine, you cannot use your meals and have a good rest just because of the remain smoke, that is a thing which can drive you mad. It should be banned because the percentage of non-smokers is higher than active smokers so non-smokers have right to clean air and stop smokers from smoking in the restaurants. What's more, it offend against the law to smoke in public places including restaurants. So, for a better environment, smoking should be completely banned at all restaurants in the country."
